userName,score,date,ulasan
Pengguna Google,5,2017-05-10 20:12:06,"Aplikasi keren banget, semoga makin maju terus, agar bisa membantu orang"" yg membutuhkan pertolongan"
Pengguna Google,5,2017-05-10 12:12:19,"sangat membantu...banyak orang"" baik di sini....😊😊😊"
Pengguna Google,5,2017-05-10 12:04:02,Wiii Bagus bgt deh
Pengguna Google,5,2017-05-10 07:05:59,Thanks aku senang sekali dengan adanya app ini membantu saya menemukan solusi permasalahan saya :')
Pengguna Google,3,2017-05-10 04:31:19,Tidak bisa sign in setelah download app nya. Apakah harus menggunakan google play service seri terbaru? sedangkan di hp saya google play service tidak bisa di upgrade.
Pengguna Google,5,2017-05-08 21:45:18,Mantap
Pengguna Google,4,2017-05-07 14:09:11,Mungkin saya akan puas dengan jawabanya
Pengguna Google,5,2017-05-07 06:24:34,Baguss bangeett
Pengguna Google,5,2017-05-05 14:28:26,"Suka banget sama apl inii, gara2 riliv aku jadi nemuin orang yang bisa aku percaya.. thanks banget dahh"
Pengguna Google,5,2017-05-05 12:20:41,Cukup mmbantu
Pengguna Google,5,2017-05-05 10:54:31,Good
Pengguna Google,3,2017-05-02 01:54:44,Lumayan
Pengguna Google,4,2017-04-30 12:22:35,Enak buat curhat:)
Pengguna Google,5,2017-04-27 16:52:21,"Apklikasi yang luar biasa, terima kasih karena sudah membantu. Semoga jaya selalu. Good luck"
Pengguna Google,3,2017-04-26 08:19:04,Coba dulu
Pengguna Google,5,2017-04-25 06:13:34,Mantap jawaban nya ok membawa permasalahan jadi tanpa masalah ty yah !!!
Pengguna Google,5,2017-04-24 14:30:44,Great app !!
Pengguna Google,5,2017-04-24 07:23:38,Bagus
Pengguna Google,5,2017-04-24 02:07:20,"Jarang jarang bisaa konsultasi gratis sama pakarnya,aplikasi yang sangat membantu bagi saya dan teman teman"
Pengguna Google,5,2017-04-23 11:45:09,Waww amazing
Pengguna Google,4,2017-04-20 09:13:57,Global sepi
Pengguna Google,4,2017-04-19 16:46:10,Mantaplaah
Pengguna Google,5,2017-04-19 12:03:44,Bagus bisa saling sharing dan lebih leluasa berbagi permasalahan
Pengguna Google,5,2017-04-18 13:39:01,"Saya sangat berterimakasih sekali, berkat aplikasi in I, sekarang saya lebih bersemangat lagi until hidup"
Pengguna Google,5,2017-04-17 10:07:59,Saya sangat kagum dengan jawaban nya sangat pintar saya sangat suka aplikasi ini
Pengguna Google,4,2017-04-16 07:20:52,"Tadi aku udah bisa curhat dengan mereka , tetapiii kenapa tiba tiba keluar sendiri , dan tidak bisa dibuka lagi aplikasinya, ... Tolong segera di perbaiki"
Pengguna Google,4,2017-04-15 01:05:51,Semoga saran-saran yang diberikan bermanfaat...
Pengguna Google,5,2017-04-14 02:58:30,Sangat membantu
Pengguna Google,4,2017-04-14 00:22:11,Sejauh ini bagus
Pengguna Google,5,2017-04-13 23:42:55,sangat membantu sebagai tempat curhat... 😄😄
Pengguna Google,5,2017-04-13 15:25:45,Jadi suka sering buka apps ini. Ternyata saya nggak sendiri.
Pengguna Google,4,2017-04-13 05:02:38,😊 membantu
Pengguna Google,3,2017-04-12 11:50:39,Mau tnya cara daftar gmna ? Kebetulan sy lulusan psikolog
Pengguna Google,5,2017-04-12 10:39:03,Sangat bafus
Pengguna Google,5,2017-04-12 07:34:24,Suka banget sama apl ini..Soalnya membantu bgt😂
Pengguna Google,4,2017-04-12 00:53:01,Responsif
Pengguna Google,3,2017-04-11 06:37:10,3 dulu ya baru coba
Pengguna Google,5,2017-04-10 06:58:15,aku udh gk kuat nyimpan masalahku. dengan ada riliv masalah di hatiku jadi lebih lega
Pengguna Google,2,2017-04-09 12:44:11,Blum bs koment banyak
Pengguna Google,2,2017-04-09 03:59:15,"Saya kira ini gratis, ternyata berbayar ya? kalo gini, lebih baik pergi aja ke psikolog nya langsung. Percuma aja ni mh."
Pengguna Google,5,2017-04-07 16:29:08,"bagus sekali,bisa buat tmpat curhat"
Pengguna Google,5,2017-04-07 14:08:29,Bagus banget
Pengguna Google,4,2017-04-07 01:44:32,Mayan... Ya ngatasi sedikit masalahnya. 15%.. but tampilannya great..
Pengguna Google,1,2017-04-06 12:50:28,Sorry. Harus uninstall lagi. Kirain konsultasi gratis kayak Alodokter.... Rupanya disini berbayar konsulnya. Bye
Pengguna Google,5,2017-04-05 14:50:50,Sangat membantu
Pengguna Google,5,2017-04-05 03:12:29,"Aplikasinya sangat bagus,tp utk bisa personal chat dng profesional harus ada ruby 😂. Overall, app ini keren abis."
Pengguna Google,5,2017-04-04 23:29:48,"Bagus, tempat nanya apapun dr masalah umum sampai pribadi. Lengkap. Thanks."
Pengguna Google,4,2017-04-04 13:49:29,Ya
Pengguna Google,2,2017-04-04 01:17:17,"Kenapa pas daftar ada tulisan ""email tidak terdaftar"" padahal udah bener nulis email nya"
Pengguna Google,5,2017-04-03 16:02:17,"Bagus sekali, bermanfaat,  banyak orang baik disini yg mau berbagi sama masalah kita,  good luck buat app.  Ini"
Pengguna Google,5,2017-04-03 11:47:35,I like it
Pengguna Google,5,2017-04-03 03:21:08,"Sangat membantu, thanks for who made this app!♡"
Pengguna Google,5,2017-03-31 16:42:40,Pgen coba dulu deh
Pengguna Google,5,2017-03-31 16:37:25,sangat membantu thanksss yaa
Pengguna Google,5,2017-03-29 02:27:56,"Trimakasih, dengan adanya aplikasi ini saya bisa berdiskusi dgn tmn tmn"
Pengguna Google,5,2017-03-28 11:18:01,Sangat bermanfaat d tungg peningjatany
Pengguna Google,3,2017-03-28 07:33:36,Kasih 3 dulu ajaa dechh baru awal coba blom tau kedepann ya gmn..
Pengguna Google,5,2017-03-27 13:49:27,Senyum
Pengguna Google,1,2017-03-26 07:09:05,Masa tidak ada yg jawab
Pengguna Google,5,2017-03-24 14:09:24,Aku suka bangetttttt
Pengguna Google,5,2017-03-24 13:50:03,membantu
Pengguna Google,5,2017-03-24 00:22:49,care
Pengguna Google,5,2017-03-23 16:48:24,nice
Pengguna Google,2,2017-03-14 10:51:39,"Kok saya gak bisa log in lagi ya, selalu ""request failed due to lack of network signal"""
Pengguna Google,1,2017-03-14 10:47:26,"Ga bisa masuk,bacaan nya loading terus"
Pengguna Google,5,2017-03-14 10:09:12,"Saya membutuhkan tenpat dimana saya bisa sharing, dikarenakan saya hanya merasa diri saya diabaikan"
Pengguna Google,5,2017-03-13 23:43:19,Baaaguss
Pengguna Google,4,2017-03-13 15:55:53,Lumayan
Pengguna Google,4,2017-03-13 13:54:45,Menarik
Pengguna Google,4,2017-03-12 10:09:05,Bagus
Pengguna Google,4,2017-03-09 15:48:32,Bagus app nya
Pengguna Google,4,2017-03-07 08:53:35,I want first try
Pengguna Google,5,2017-03-06 11:54:25,Mantap soul
Pengguna Google,5,2017-03-02 16:28:26,thank you for take care for us
Pengguna Google,4,2017-02-27 17:48:01,Looks good
Pengguna Google,3,2017-02-27 15:35:55,"Alhamdulillah sudah drespon,makasi riliv😊"
Pengguna Google,4,2017-02-26 03:11:56,good
Pengguna Google,4,2017-02-22 16:02:19,Cakep💋
Pengguna Google,5,2017-02-22 14:09:40,"Hebat, awalnya mau curhat gtu.. eh malah jd konsultan °3°)/ cocok bgt buat aku yg bawel.."
Pengguna Google,5,2017-02-22 03:13:42,"Ini app bagus banget, tentang kepedulian kita terhadap sesama ,kita bisa mensupport mereka, dan juga sebaliknya. Kalau mau langsung curhat sama psikolog juga bisa hanya saja td gratis :)"
Pengguna Google,5,2017-02-21 04:57:30,Yesss
Pengguna Google,1,2017-02-21 03:35:47,Maaf ya kenapa pas saya sudah kirim curhatannya tapi kok hanya ada bacaan tidak jelas?? gimana sih??
Pengguna Google,1,2017-02-19 15:14:49,Curhatanya gak ada yang dibalas gitu
Pengguna Google,1,2017-02-19 01:57:38,Ini kenapa setiap mau login selalu ada tulisan silakan cek email padahal pas dicek tidak ada pemberitahuan apa2????
Pengguna Google,5,2017-02-16 13:50:21,"Boljug buat iseng-iseng., ahihi"
Pengguna Google,3,2017-02-15 07:37:24,keuntungan mengenai penjawab kurang diberi penjelasan
Pengguna Google,5,2017-02-15 06:40:58,Maksih
Pengguna Google,1,2017-02-07 06:09:33,"duh , waktu pertama kali sih suka tapi ko lama lama jadi males ya . Di comunnity support org orgnya yang active buat support cuma itu itu aja , jawabannya juga ga begitu bantu karna mereka bukan psikolog. malah pernah pas lg curhat dibales sama orang , eh orangnya bukannya ngasi solusi malah dia yg curhat ke aku ._."
Pengguna Google,4,2017-02-02 16:01:42,"bagus nih, untuk mencari jawaban ketentraman jiwa haha"
Pengguna Google,5,2017-02-02 11:29:01,Ok
Pengguna Google,5,2017-02-01 17:26:36,responnya cepat
Pengguna Google,5,2017-01-29 14:23:21,Seneng banget sama riliv. 😊
Pengguna Google,3,2017-01-26 12:28:51,"Tolong diperbaiki waktu pengiriman dan masuknya chat. Pengen bantu orang lain, tapi terhambat karena masalah pengiriman pesan. Padahal jaringan sudah bagus. Ntar orang yang mau dibantu malah berpikir kalau dia ditinggalkan. Trus, ada notif pesan masuk, tpi pas buka app nya, malah sama sekali gak ada pesan yang baru. Tolong masalah ini cepat diperbaiki. Semoga riliv menjadi aplikasi yang lebih terkontrol lagi."
Pengguna Google,5,2017-01-24 04:21:36,"Keren. Jadi bisa berbagi terhadap sesama. Hanya saja, terkadang beberapa orang menggunakan app ini untuk saling menjatuhkan."
Pengguna Google,1,2017-01-22 21:59:55,"Respon nya lambat pdhl yg curhat itu kan bnr2 butuh solusi agr mndptkn pencerahan dlm mslh nya, trz klo mau beli trlalu mahal..dibanding app lain yg cm 12rb/bulan.. klo ga pake ruby telat bahkan tdk direspon.,sy kecewa dg app ini.... thanks"
Pengguna Google,4,2017-01-22 13:34:17,Lumayan bagus untuk membantu curahan hati saya
Pengguna Google,3,2017-01-22 05:24:28,"Bagus aplikasi nya, kalau bisa jika curhat dengan psikolog nya langsung geratis yaa 😊.."
Pengguna Google,5,2017-01-18 18:27:51,Good
Pengguna Google,5,2017-01-18 15:25:42,Tryta ada yg membalas
Pengguna Google,5,2017-01-18 15:05:28,Mantappppppp
Pengguna Google,4,2017-01-18 02:02:38,"Tap klo mo konsul k'pisikolog hrua bayar,, coba klo gratis,,,"
Pengguna Google,5,2017-01-17 03:32:06,kayanya bagus tapi aku masih gak ngerti magsudnya kita itu chatan ama siapa?ini aplikasi kaya simsimi apa gimana mohon di jawab:)
Pengguna Google,2,2017-01-17 02:54:47,kurang saran
Pengguna Google,5,2017-01-16 16:45:31,Lumayan membantu
Pengguna Google,1,2017-01-16 15:07:25,Gak ada respon euy
Pengguna Google,5,2017-01-16 14:56:36,Tapi Ada Berbayarnya
Pengguna Google,1,2017-01-15 05:44:31,😈😢😡😬😤😠
Pengguna Google,5,2017-01-14 18:37:58,buat bantuin ak ngatasin bipolar
Pengguna Google,5,2017-01-13 11:08:55,Aq suka bnget mslahnya aq in orgnya agak terttp jd sneng bnget bisa curhat tp aq mau nanya di sini qt bisa add teman ya
Pengguna Google,5,2017-01-13 03:25:26,Suka
Pengguna Google,5,2017-01-12 12:52:01,Terimakasih riliv
Pengguna Google,5,2017-01-11 13:40:20,Sedikit membantu klo cepat respon tambah senang
Pengguna Google,5,2017-01-11 08:07:56,Suka
Pengguna Google,1,2017-01-10 22:19:52,"Coba curhat di komunitas malah dapat respons tidak sopan dan makin tambah kesal. Mau beri rating satu untuk pengguna yang tidak sopan, kok bintangnya berubah jadi empat. Mana review dan curhatan tidak bisa diedit. Langsung uninstall deh."
Pengguna Google,4,2017-01-10 13:28:48,Okelah
Pengguna Google,3,2017-01-09 14:37:39,Nenyoba
Pengguna Google,5,2017-01-06 15:47:52,Saling berbagi pndapt dan saling suport
Pengguna Google,4,2017-01-05 10:52:55,Mudahan bisa bermanfaat
Pengguna Google,5,2017-01-04 10:32:37,Sangat baik sekali untuk membantu masalah banyak orang dengan cara yang mudah dan praktis
Pengguna Google,5,2017-01-03 09:11:38,Wowwww
Pengguna Google,2,2017-01-02 18:03:28,"Lumayanlah disaat temen yg bener bener temen mau nanggepin masalah kita dengan serius itu gak ada, disini bisa.. Tapi kok kalo mau di tanggepin Sama pakar psikologynya harus bayar Ruby ya?"
Pengguna Google,5,2016-12-31 05:47:57,Gimana cara penggunaannya?/?msih agsk bingung.
Pengguna Google,3,2016-12-29 21:24:38,"Saya sudah transfer 79.900 buat beli ruby tanggal 20 desember 2016 dan udah kirim bukti transaksi di aplikasinya, kenapa sampai sekarang ga ada respon? Rubynya juga tidak bertambah?"
Pengguna Google,5,2016-12-29 08:30:02,Curhat dengan mereka sangat lah melegakan hati yang sedang gelisah..
Pengguna Google,2,2016-12-29 01:17:30,"Responnya tidak terlalu bagus, juga tidak terlalu memberi solusi terutama untuk permasalahan berupa gangguan psikis. Mungkin karena aq ga pake fitur berbayar kali ya, hahaha"
Pengguna Google,4,2016-12-27 15:47:17,"Sangatt membantu, klo lg butuh pendapat atw apalh"
Pengguna Google,5,2016-12-27 15:01:19,Mantap
Pengguna Google,5,2016-12-27 10:32:49,Manteb
Pengguna Google,5,2016-12-26 14:24:55,"semoga bisa membantu dan memberi saran yg benar2 bermanfaat, soalny klo curhat sma teman itu, kalo lagi susah biasanya mereka malah senang ."
Pengguna Google,5,2016-12-25 10:33:29,Good
Pengguna Google,1,2016-12-24 13:57:46,Kalau mau ditanggapi konselor profesional harus bayar. Apps ALodokter aja gratis.
Pengguna Google,5,2016-12-23 02:50:28,Riliv ngertiin perasaan ku banget pokonya ga nyesel deh Download aplikasi ini
Pengguna Google,5,2016-12-23 02:43:42,Good apps
Pengguna Google,5,2016-12-22 07:25:20,"Sebuah Aplikasi Yang Sangat Membantu,Tapi Terkadang Pas Aplikasinya Di Buka Ada Tulisan Tidak Terkoneksi Internet.Padahal Internet Saya Tersambung.Tolong Di Perbaiki Ya"
Pengguna Google,4,2016-12-22 07:03:18,"Tolong dibuat dong pembayaran via pulsa kayak game coc, cr, dll. Biar lebih gampang. Belum punya rekening soalnya."
Pengguna Google,5,2016-12-21 20:02:06,"Saya suka banget sama RILIV👍👍👍👍👍👍👍👍....   TAPI tolong ya...materi jawabannya di ringanin biar orang orang yang ("") mudah untuk memahaminya..."
Pengguna Google,1,2016-12-21 11:19:54,Promosi dulu x...namanya jga barcon bro...klo enak bru bayar.payah
Pengguna Google,4,2016-12-20 23:28:12,Semoga aku bisa dapat solusi masalah pribadi aku disini
Pengguna Google,5,2016-12-20 17:43:53,mudah2 an bisa membantu
Pengguna Google,5,2016-12-20 16:31:38,"Mantap, ayo download ! Sangat mmbantu"
Pengguna Google,5,2016-12-20 15:22:34,Bagus
Pengguna Google,1,2016-12-20 07:52:30,"D tunggui dri kemarin2, gk ada balasan. Baru mencoba udah di suruh solusi berbayar. Yang gratis aja gk ada respon, takutnya yang pke token gk gk ada respon jg."
Pengguna Google,5,2016-12-20 04:03:00,Ok
Pengguna Google,5,2016-12-20 01:46:34,Keren bisa saling ngedukung satu sama lain
Pengguna Google,3,2016-12-20 00:21:32,"aku jadi dibilang ga ngerespon, padahal balesan dari doi aja yg baru masuk pagi, padahal dia ngirimnya jam 7 malem.. padahal koneksi stabil.. hedeeh mohon perbaikannya sedikit gan.. @redmi 3"
Pengguna Google,5,2016-12-19 19:20:15,Mantap
Pengguna Google,3,2016-12-19 14:06:22,"Curhatan gratis itu ternyata ditangapin sama pengguna lain,jadi seharusnya aplikasi ini di beri nama curhat saja deh bukan nya dapet solusi dari orang berpengalaman justru malah ga dapet solusi.Tapi malah empati sama orang-oranglain yg curhat. Dan apa kegunaan dari level itu?"
Pengguna Google,5,2016-12-19 13:38:13,Cukup membantu
Pengguna Google,4,2016-12-19 13:25:03,"seengga.a apa yang ga bsa d bicarakan sama seseorang dgn tatap muka, bisa d konsultasikan dgn cara yg berbeda. ^^"
Pengguna Google,5,2016-12-19 11:28:50,Good
Pengguna Google,5,2016-12-19 10:30:55,Good
Pengguna Google,4,2016-12-19 06:51:03,Nanti saya bakal tambah bintang kalau responnya cepat dan memberi pemahaman atau penjelasan yang logis
Pengguna Google,3,2016-12-19 06:49:52,Lumayan bisa ktmu orang senasib kadang
Pengguna Google,5,2016-12-19 05:18:35,"lumayan sh, tp sayang gb bisa send pic, call n video call"
Pengguna Google,5,2016-12-19 02:33:36,"Yaaa lumayan walau pun mengharapkan orang yg asli, kalo di kembangin melalui curhatan video pasti lebih seru, dan gratis."
Pengguna Google,5,2016-12-18 22:57:02,Sangat membantu
Pengguna Google,5,2016-12-18 20:27:45,Aplikasi membantu saya
Pengguna Google,5,2016-12-18 19:24:44,Masaksih kasih saran ke orang dikasih limit.
Pengguna Google,4,2016-12-18 18:57:10,Empat dulu
Pengguna Google,5,2016-12-18 18:45:31,Keren.. Tingkatkan
Pengguna Google,4,2016-12-18 18:23:02,"Good....,,"
Pengguna Google,1,2016-12-18 18:19:54,Keren
Pengguna Google,4,2016-12-18 18:05:53,disini baru tempatnya curhat ketimbang curhat sama teman yg sama anjingnya dengan mantan kita.
Pengguna Google,1,2016-12-18 17:48:56,Lagi butuh solusi malah bikin emosi
Pengguna Google,5,2016-12-18 17:42:38,Keren habis nih aplikasi
Pengguna Google,5,2016-12-18 17:16:29,Semoga bisa membantu orang orang yang sedang butuh perhatian
Pengguna Google,1,2016-12-18 17:13:54,Iklannya gratis tanya... Pas dicoba nanya sama yang pakarnya malah disuruh bayar... Ga konsisten nih aplikasi...
Pengguna Google,4,2016-12-18 17:11:37,"Keliatan bagus, tapi saya harus membuktikan dulu sebelum kawan"" tau"
Pengguna Google,5,2016-12-18 17:07:21,Kaya bagus
Pengguna Google,5,2016-12-17 15:31:00,"Walaupun masalah sendiri banyak , makasih riliv dan semoga bisa terus di kembangkan. Oiya admin saya ingin request supaya para user jangan di kasih batasan limit menjawab permasalahan orang lain supaya bisa saling membantu :)"
Pengguna Google,2,2016-12-17 01:30:38,"Ini app, usernya pada kurang gercep buat naggepin. Bahkan kaga ada yg nanggepin -_- terus buat apa urhat dimari"
Pengguna Google,5,2016-12-16 17:09:40,"Bagus, cuma harus pakai Ruby.. 😁😁"
Pengguna Google,5,2016-12-15 20:54:22,"Hanya ingin menyarankan,kenapa harus dibatasi kalau ingin berbagi,sedangkan tambah evel bisa didapat dr support sesorang,gimana mau naik level kalau support sudah terbatas,trus dalam curhatan seseorang,kalau kita mau mensupport seseorang,knp stelah kembali ke halaman curhat haris kembali ke awal lg,knapa ngak di teruskan saja ke curhatan terakhir"
Pengguna Google,5,2016-12-13 13:09:10,Oke
Pengguna Google,5,2016-12-13 02:28:53,Aku suka banget sama aplikasi riliv karena udh ngebantu mengurangi stress ku yang selama ini terpendam jadi diungkapkan dan tidak takut ketahuan karena bersifat anonim thx ya riliv semoga makin sukses ini aplikasinya😊
Pengguna Google,3,2016-12-10 22:32:28,Tapi sekarang suka langsung keluar sendiri.padahal udah ngelapor gimana nih.. Percuma kalo aplikasinya gak bisa kebuka
Pengguna Google,5,2016-12-08 13:13:34,Membantu
Pengguna Google,4,2016-12-03 03:37:56,"Hai riliv, beberapa hari ini aplikasi kok selalu nutup kalo dibuka. Kalo udah bisa dibuka, gak bisa posting dan postingan relievernya juga tidak muncul.. apakah servernya sedang perbaikan?"
Pengguna Google,5,2016-12-02 22:48:30,"Aplikasi nya seru, cuma kurang terkenal, so pengguna nya sedikit. Tpi sumpah nih aplikasi bagus banget"
Pengguna Google,5,2016-11-28 17:24:42,Semoga bermanfaat aplikasi ini.....  Aminnnn buat semuanya
Pengguna Google,5,2016-11-28 02:44:30,Alhmdulilah riliv sangat mmbantu saran* yang di kasih kenak banget di hati.
Pengguna Google,1,2016-11-25 04:26:29,Sial mo curhat kok pake beli rubi segala.sudah kaya video game saja
Pengguna Google,5,2016-11-24 08:21:20,mantap bsa curhat.
Pengguna Google,5,2016-11-17 10:46:57,"Bagus, walau curhatannya di blsnya lama"
Pengguna Google,4,2016-11-16 16:32:33,Nice
Pengguna Google,3,2016-11-13 11:15:41,Apa maksudnya dengan riliv for work kenapa dikenakan voucher segala?
Pengguna Google,3,2016-11-13 05:11:52,Tapi sayangnya kalau mau curhat sama yg pinter harus pake 75ruby-_-
Pengguna Google,5,2016-11-12 05:45:29,All star for you😘
Pengguna Google,2,2016-11-11 13:42:47,Saya kesulitan.login tolong di perbaiki padahal udh masuk tpi tba2 eror
Pengguna Google,5,2016-11-10 12:32:26,Gampang pakainya
Pengguna Google,5,2016-11-09 13:05:58,One day
Pengguna Google,5,2016-11-09 12:36:12,Benar-benar membuatku tenang. Banyak yang care dan memberikan saran atas masalahku😆
Pengguna Google,4,2016-11-08 22:31:19,Saya coba dulu ya nanti kalo bagus saya tambahin bintang nya.
Pengguna Google,4,2016-11-08 15:39:03,Good
Pengguna Google,5,2016-11-07 15:23:10,good in the hood
Pengguna Google,5,2016-11-05 06:05:18,Lov
